[0, -26, 70, 21, -28, 16, -39, 29, -18, -24, -2, -27, 34, -7, 14, -56, 31, -4, -91, -17, -8, -20, 5, -63, -56, -25, -12, 6, 10, 7, 29, -45, -70, -6, 63, 14, 38, -24, -37, -34, 52, -5, -24, -48, 29, 17, 43, -54, 20, 19, -31, 21, 19, -32, 55, -69, 60, -15, -2, -18, -20, -22, -33, 1, -38, 13, -33, 15, -114, 38, -10, -61, 52, 5, 10, 2, 27, -44, 60, 1, -47, 24, -1, -84, -20, -2, -54, -69, -17, 2, 9, 21, -12, 16, -26, 44, -1, 10, -23, 16, 43, 24, -36, 19, -72, -35, -34, -61, -33, 10, -22, 22, -4, 14, 20, 32, 18, 70, 39, -48, -30, -51, 6, -12, -37, 11, -1, -40, -8, -24, 11, -18, 49, -7, 10, -22, -29, -63, -82, -8, -68, -1, -25, 1, 9, -7, -40, -5, 46, -3, -63, 5, 17, 3, 49, 26, 41, 31, 3, 5, -37, -24, 89, 28, -36, 9, -35, 73, -17, 72, 10, 12, 77, -32, 45, 30, -22, -37, -22, -14, -49, -6, -60, 40, 1, 13, -37, 66, -52, -26, 23, -20, -18, 17, 37, 0, -23, -74, 84, -56]
[43, -30, 63, 113, 31, 1, 18, 4, 70, -41, -58, -20, -1, -61, 35, -44, -37, -8, -78, 27, -31, -33, -13, -40, -35, 57, 12, 21, 2, -9, 17, 31, 9, -6, -4, 10, 45, -18, -50, 8, 36, -39, 11, 20, -11, -25, 12, -46, 27, 50, -16, 27, -31, 18, -32, -64, 20, 42, -4, 42, 15, 5, -3, 11, -43, 33, -27, -18, -74, 26, -13, -53, -32, 9, 41, -21, 14, -45, 46, 3, -27, -2, 0, -36, 56, 19, 0, 28, -20, -27, -24, 86, 43, -35, 52, 25, 16, -19, 8, -26, 23, 6, 20, 16, 31, 17, -55, 6, -95, 10, -7, 20, -9, -96, -49, 27, 5, 40, -54, -32, 16, -39, -64, -3, 2, 21, 71, 51, -79, 34, 21, -62, 66, 13, 19, -70, 38, 1, -6, -37, -43, 73, -26, 75, 18, 21, -53, -13, 32, 52, -9, -41, 3, 19, -49, -57, 43, -56, 17, -34, -40, 21, 62, -1, -93, 0, -27, -27, -19, 41, -52, 25, 50, 0, -16, -22, 21, 37, 13, -8, 9, 5, 5, 1, -29, 29, -13, 45, 73, -29, 39, -12, -50, -12, 11, 39, 67, -26, 9, -45]
[22, -36, -20, -77, -17, 1, -21, 24, 26, -11, -23, 28, -21, 29, -3, 66, -77, 2, 55, -4, -28, 15, -32, -13, 3, 1, 30, 59, 9, 13, -20, 7, 7, 43, 25, -22, -84, 71, -38, -21, 6, -15, -48, 13, -14, 9, 62, 18, -26, -45, 17, -37, -42, -41, 8, -29, 34, 47, -6, 35, 31, 30, -9, 25, 31, -49, 2, 33, 1, -78, 20, 10, 12, -24, -45, 20, 15, 37, -66, 20, 35, -10, -8, 24, 1, -67, 49, -15, -1, -3, -69, 12, -4, -7, 18, -61, 2, -11, 31, -3, -1, 15, -4, -55, 89, 39, 37, 59, 33, 21, 30, 64, -16, -28, -1, -8, 9, -79, -76, 2, 7, 18, -37, -45, 11, 13, -43, -16, 43, -7, 5, -38, -57, 44, -61, -29, 51, 27, 30, -6, 83, -2, -55, -30, -10, -21, 43, 6, -47, 5, 30, 19, -9, -1, 3, -28, -101, -21, -49, 5, 5, 67, -55, -21, -3, 5, -10, -109, 1, -36, 106, 5, -17, 19, -63, 25, -5, -62, -25, -3, 92, 26, 61, 8, -32, -22, -5, -21, 13, 12, -7, 14, 0, -43, -51, 0, -28, 56, -50, 35]
[24, -25, 43, 35, 38, -49, 4, 59, 85, 12, -30, -30, 29, -50, 7, -34, -75, 11, -63, 13, -4, -54, -21, -41, -78, 67, 41, -40, 35, 44, 34, 15, -48, 32, 49, -18, 14, 10, -32, -16, 8, 18, -4, -12, -54, -4, 57, -98, 40, 21, -27, -14, 5, 27, 55, -61, 46, 4, -4, 59, 6, 16, -47, 20, -32, 36, -8, -23, -72, -1, -14, -55, -23, 40, 33, -48, 39, 4, 25, 13, -3, -36, 45, -23, 57, -13, 22, -46, 30, -15, 13, 39, 25, 1, -5, 73, -13, -37, 20, 41, 2, 18, -18, -8, 31, -15, -48, 30, 49, 3, -18, 33, 8, -75, -86, 57, -13, 73, -20, 13, -33, 5, -19, -24, 50, 11, 40, 60, -47, 45, -28, -74, 44, -20, -4, -120, 8, 74, 4, -11, -28, 8, -32, 14, 30, -62, -3, -49, 51, -49, -31, -32, 20, -14, -1, -61, 7, -21, 12, -39, -46, -16, 6, -23, -38, 45, -45, -27, 6, 13, 27, 48, 85, 41, -15, -45, 28, -19, -81, -71, 20, 2, -20, 25, 44, 49, -34, 29, 54, 11, -12, 13, -5, -19, 9, -3, 104, -18, 88, -64]
[-24, 58, 5, -54, -7, -4, 35, 5, 15, 29, 59, -46, 7, 9, -29, 11, -4, -12, 17, 64, 72, -39, -14, 11, 44, -13, 52, -75, 63, 9, 29, 73, -67, 48, 21, -25, 68, 28, 49, 49, 13, 21, -13, 41, -55, -64, -55, -80, 53, -27, 12, 13, 49, 58, 13, 8, 33, 12, 43, 26, -65, 19, 11, -24, 33, -23, 61, 15, 13, 26, 25, 68, -29, 52, -7, -88, -11, 29, 22, 27, 38, -33, 72, -15, 54, 45, -21, 17, 28, -61, 74, -84, 12, -3, -16, -26, -49, -45, 4, 50, 60, -3, 27, -87, 16, 24, 13, 38, 23, 21, -5, -35, 40, -15, -30, -19, -41, 66, -33, -13, 40, 59, 44, 95, 93, 85, 6, 37, -12, 15, -118, 0, 44, -44, 17, -74, -30, 25, 21, 0, 13, -25, 15, 26, -6, 46, 10, -39, 54, -26, -33, -51, 17, -10, -24, 48, 57, 14, 13, 6, -52, -75, -70, -32, -30, 52, 14, 101, 33, -5, -88, 136, 30, -30, -13, -26, 73, 68, 46, -13, -14, 32, 10, -46, 16, 26, 50, -24, 90, -28, -8, 15, -21, 19, 25, -6, 9, -6, 17, -5]
[-8, -59, -53, 52, -14, -33, 11, -6, -57, 46, 24, 55, 25, 10, 22, -39, 61, 42, -60, -39, -30, 42, 72, 4, -22, 13, -98, 16, -24, 35, -1, -25, 53, 2, -100, 12, -68, -36, -40, 23, -11, 65, 7, -54, 30, -19, 4, 57, -50, 15, 4, -30, 2, -40, -37, 0, -73, -4, 0, -81, 17, -37, -47, 60, -38, 13, 22, 25, -13, 7, -41, 20, 49, 19, 16, 55, -63, -13, 7, -2, -24, 58, -28, 21, 39, 13, -19, 6, 35, 3, -13, -6, -8, 47, 21, 89, -4, -27, -15, -84, -41, -49, 30, 98, -30, -28, -44, -70, -12, -14, -25, -35, -18, 0, 65, 30, 87, 18, 3, -16, -34, 10, 66, -43, -45, -24, -13, -29, -4, -40, 58, -30, -8, -8, 2, 36, 27, -19, 13, -12, 18, -8, 38, -94, -1, 1, 6, -9, 8, 38, -72, 48, -6, -65, 63, 3, 28, 55, -54, 14, 77, 21, 39, 44, 44, -20, 4, -3, -57, 30, 23, -74, 37, 13, 52, 9, -28, -44, -25, -17, -15, -43, -40, 43, 14, 79, 63, 2, -62, 65, 38, -18, 36, 13, -21, 60, 15, -16, -29, -6]
[24, -56, -79, 2, 22, 5, -35, 58, 4, 10, -40, 21, -51, 31, -10, 36, -47, -12, 45, -41, 7, 44, -54, 12, -20, 21, -6, 86, -58, -23, -52, 8, 22, 58, 62, 38, -48, -25, 8, -95, 14, -16, 37, -10, -5, -8, 46, -57, -30, -22, -9, 19, -51, -3, -32, 32, 20, -25, -77, 7, 14, 9, -15, 6, 8, -19, 2, 37, 16, 2, -47, -22, 10, -76, 64, 19, -11, -11, -6, 25, -41, 88, -78, -23, -67, 0, 16, -46, 12, -11, -53, 21, 19, -1, 59, -41, -18, 5, -3, 34, -8, -41, -52, -45, 26, 10, 37, 53, -10, 1, 80, 46, 2, -8, -18, -14, -23, -38, 2, -10, -42, 49, -33, -24, -31, -23, -15, 7, 32, -33, 58, 12, -38, 60, -49, 41, 20, 4, 29, -30, 74, 22, -23, 13, -2, -14, 15, 1, -74, 40, 26, -1, -9, -30, -28, -50, -92, -33, 21, 3, 60, 40, 37, -15, 73, -26, -22, -61, -64, -54, 84, -49, 2, 42, -15, 41, -46, -45, -92, -24, -19, 21, -18, 68, -13, -31, -29, -13, 46, -37, -33, -52, 9, -15, -2, -1, 45, 102, -29, 13]
[13, -18, 3, -21, 40, -8, 114, -6, -55, 5, -22, 94, 30, -64, -2, 43, -31, 39, 28, 64, 23, -8, 21, 16, -39, 2, 23, 55, -9, -70, 31, 30, 24, 49, -50, 54, -27, -21, 39, 14, 19, 9, 25, -8, -20, -39, -51, 1, 3, 50, 10, -8, -24, 57, -10, -23, -48, 28, 24, -8, 54, -63, 7, 41, -22, -7, -61, 19, 55, -20, -43, -33, -11, -37, 22, -7, 23, 18, 6, -37, -32, 56, 24, 25, -19, 17, 50, 9, -71, -8, 44, -34, 28, -14, 16, 58, -24, 8, 58, -19, -46, -55, 23, -93, 18, -21, 5, 30, 50, -4, 12, -124, 28, 28, 23, 68, -38, -73, -16, 1, 52, -48, 25, -10, -44, 9, 13, 43, 0, -112, -1, -7, 16, 12, 69, 69, 27, 33, 64, -77, -29, 38, -3, 33, -4, 14, -25, 58, 31, 17, 18, -14, 27, -34, 8, -16, 26, 43, 3, 56, 81, 16, 28, -47, -8, -50, 3, 24, -3, -16, -63, -91, -7, -20, -39, 17, 27, -3, -43, 14, 34, 43, -38, -45, 66, 39, 12, 15, 9, 9, -21, -25, 53, -33, -3, 54, 76, 28, -112, 34]
[10, -10, -80, -20, -3, 73, -9, -6, -16, -48, 69, 15, -46, 33, 39, -39, 32, -34, 51, -61, -5, 17, -55, 25, 20, 16, -32, 27, 15, -28, 25, 30, 37, 7, 63, -8, 39, 5, -32, -70, -3, -4, 8, -77, 39, 46, -49, -14, -11, 43, -35, -9, -43, -36, -19, -27, 14, -2, -14, 56, -67, 28, -7, 30, 15, -42, -33, 35, -7, 12, -5, -31, 56, -48, 44, -32, -17, -47, 55, 30, -17, 86, -22, -10, -17, 1, -43, 8, 27, -24, -96, 33, 52, 20, 33, -63, 2, 4, 2, 29, 12, -22, -70, 32, -46, -16, 8, -53, 58, 41, -15, 69, -34, -5, 43, -15, 16, -12, 13, 22, -6, 2, 41, 17, -47, -25, -22, 2, 27, 17, 41, -5, -5, 27, -21, -14, 4, -82, -13, -11, 3, 20, 16, -30, -14, -15, 21, -41, -28, -17, -70, 42, -10, -4, -34, 51, -12, -61, 5, -15, -44, 16, -9, -43, 29, 25, 43, -30, -36, -9, 48, 29, 48, -11, 8, 0, -62, 2, -19, 7, 10, -2, -42, 47, -18, 25, -2, -23, -18, -44, 24, -37, -13, 21, 3, -45, 1, -12, 32, -19]
[-69, 43, 9, -26, 65, -27, -14, -14, -35, 29, 101, 53, 27, 28, 78, -23, 77, 6, -3, 33, 4, -13, 31, 31, -13, 85, -102, -70, -54, 68, -16, -13, -34, 104, -11, 28, -41, 67, -46, 28, 20, 33, -7, 36, -63, -66, -37, -2, -18, 3, -1, 6, -31, 34, 48, 10, -28, -54, -52, 12, -29, -23, -20, -16, -51, 20, 23, 19, 20, -4, 22, 21, -72, 23, -42, -34, -34, -11, 30, 10, -87, 2, 130, 53, 77, 141, 30, 15, 55, 22, -29, -79, 3, 24, -59, 46, -45, -6, 21, -71, 29, -37, 23, 69, 7, -7, -67, -20, 42, 4, -3, 50, -26, -76, -61, 48, -21, 29, -55, -50, 35, 16, 79, 10, -52, 1, 5, 79, -4, -28, -40, 34, 2, -57, 56, 9, -16, 72, 45, -5, -10, -18, -29, -60, -4, 48, -4, 6, 32, -10, -27, 18, 34, 30, 57, 30, 50, 65, 8, -31, 16, -25, -40, -13, 62, -50, 125, 29, 23, 33, 1, 37, -101, 21, 4, -52, 63, -34, -60, -30, 49, -19, -23, -47, 64, 33, 12, -86, 32, 126, -31, 3, -24, -52, -59, 2, 58, 51, 39, 3]
[-75, 37, 6, -18, -23, -23, -6, -60, -31, 77, 5, 87, 3, -59, 22, -15, 39, 26, -34, -1, 15, -25, 44, 10, 30, -20, -50, -23, -10, 39, -12, 11, 5, -20, -71, 8, -2, -2, -15, 44, -47, 20, -24, -3, -2, -17, 0, 40, -33, -90, 38, 9, -2, 17, -19, 82, -98, -8, -26, -42, -15, -15, -38, 9, -21, 11, 69, -60, 70, -6, 59, 35, -42, 45, -15, 33, 4, 93, -45, -6, -26, -16, -6, 32, 31, -21, -19, 2, 22, 23, -9, -22, -45, 21, -14, 34, -19, -1, -4, -63, -40, -59, 45, 91, -13, 12, -10, 9, 1, -71, 3, -24, -21, 42, 74, 1, -7, -50, -21, 38, -13, -52, -6, -15, 17, -7, -5, -51, 13, 17, -49, 3, -47, 1, -8, 42, 42, 51, 36, 13, 36, -18, 13, -26, 37, 4, 13, -12, 12, -21, 7, 48, -46, 17, 19, 29, 39, 95, -13, -1, 33, -71, -24, 25, 24, 17, 27, -50, 51, -41, 2, -97, 6, 18, -9, -37, 17, 11, -15, -40, -11, -57, -22, -33, 37, 1, 80, -28, -17, 69, 8, 41, 11, 26, 1, -21, 31, 15, -56, 51]
[-12, 20, -42, 28, -28, 34, -13, -3, -6, -37, 13, 29, -66, -63, 27, -31, 28, -10, -54, 32, 31, -4, -8, 19, -67, 63, -15, -21, 2, -51, -89, 56, 34, -59, -51, 65, 18, -12, -63, 130, -10, -31, 51, -20, -9, 5, -68, 44, -70, 8, -22, 41, 52, -10, -67, -7, -68, 24, 8, -55, 29, 23, -20, 36, -24, 37, 18, -19, 40, -9, -64, -11, -34, 46, 39, 17, -17, 9, 58, -47, -46, 14, -22, -45, -16, 60, -43, -5, 18, -30, 8, 17, -34, 33, 39, 50, -3, 20, 7, 18, -55, 12, 31, -7, -55, -24, -61, -19, -43, -68, -24, -46, 4, 80, 36, -36, -42, 9, 105, -20, 1, -91, -53, -58, 0, -30, 75, 9, -52, 4, -66, 3, 29, -4, 5, 17, -3, 29, 4, -78, -50, 30, 36, -12, 6, 21, -38, 21, 75, 16, 43, -17, -29, 51, 3, 8, 33, 75, 0, -76, -11, 13, 2, 58, -48, -1, 22, 29, 21, -5, -56, -70, 27, -28, 42, 22, 8, 66, -34, -75, -16, 39, -17, 4, -62, 14, -20, -61, 0, 18, 27, -51, -11, 42, -55, 59, 72, -40, 7, 37]
[45, 94, -56, -17, 44, -2, -58, -41, 24, -36, 26, -17, 67, -17, -46, -74, -6, 22, 15, 9, -62, 54, 40, 42, -30, -7, 22, -102, -12, 30, 4, -30, -17, 34, 3, -29, -66, -34, 29, 17, 24, 27, -8, -6, -23, 1, 20, -6, 34, 17, 1, -14, 75, 11, -8, -57, 13, 8, -10, -54, 3, 13, -9, -53, -62, -17, -55, -20, -35, -11, -16, -3, -66, 4, -11, -19, -4, -31, 20, -7, 41, -37, 91, 39, 54, 47, 1, 33, 34, 66, -10, -31, 30, 42, 10, -35, 105, 91, -8, 10, 21, 115, 55, -9, -43, -38, 5, -31, -2, 13, -50, -11, -16, -2, -29, -8, 45, 23, 7, -26, 64, 79, 15, 58, -5, -61, 8, 81, 12, 46, 33, 62, 34, -28, 6, 18, -7, -70, -2, 0, 24, 7, 32, -35, 7, 24, -43, -8, -72, -63, -12, -22, -15, -37, 60, -16, -8, -54, -102, -15, 8, -1, -22, -23, -3, 29, 63, 33, 30, 41, -39, 43, -46, -23, 35, -45, 39, 19, 23, -5, 47, -72, 69, -41, -86, -32, -52, -42, 7, 93, -4, -37, 6, 54, -5, 31, 10, 20, 47, -59]
