[17, -4, 7, -22, -76, 3, 7, -11, 57, -37, 7, -28, -2, -17, -55, -14, 9, 5, -20, -19, -52, 12, -76, 58, -46, 17, -6, -43, -94, -48, 81, -17, 24, -43, 44, 57, 1, -18, 51, 2, -22, -24, -4, -22, -26, 10, -34, 46, 48, 28, -6, -10, 53, 40, 128, 28, 29, 64, 59, -8, -12, -18, 81, 49, 77, -26, -30, -31, 21, 58, -28, 29, 48, 8, 7]
[-13, 93, 93, 64, 3, -22, -32, -17, 22, -24, 58, 25, 0, -34, -13, -27, 58, -44, -15, 96, -122, 29, 33, -8, 72, -5, 63, -99, 45, 36, -44, 29, 0, -3, 47, -2, -15, 15, 22, -104, -2, -27, 16, 25, -35, 57, -26, 1, 20, 41, 19, 46, -26, -45, 34, 0, -26, -33, 22, 91, -27, 22, -34, -89, 21, -19, -8, 7, 33, -26, -91, -14, 39, -104, 7]
[-27, 18, 54, 37, 4, 38, 74, -10, 16, -13, 13, 1, -40, -66, -35, 48, -19, 102, -58, -85, -8, -17, -41, 6, -49, 9, -1, 19, -77, -18, 44, 5, 34, -22, 11, -47, -76, -15, -25, 35, 20, -52, 43, 20, 9, 18, 0, -26, -37, -26, 29, -50, -61, -1, 79, -9, 72, -41, -7, 48, -28, 61, 35, 10, 84, -8, -21, -61, -3, 3, -14, -52, -6, 95, -57]
[-30, -93, -26, 108, 36, 0, -23, -45, 2, -30, 39, -66, -74, 1, -9, 8, -1, 32, 22, -125, 4, -30, -34, -5, -77, -62, -5, 32, -33, -50, -9, -4, 48, 1, -45, -34, 16, -75, 47, 13, -47, -20, -79, -75, 6, 11, 18, -7, -22, -84, 40, -64, -74, 90, 44, -40, -17, -4, 41, 2, 46, 6, 51, -45, 68, -45, -24, -39, -14, 12, -21, 19, -15, -63, -22]
[66, 49, 44, 10, 31, 19, -5, 22, 88, 0, -30, -11, 13, 62, -4, -26, -40, -38, -64, -22, -1, -31, -1, 89, -14, 9, -45, 1, 1, -32, 7, 77, 23, -39, 31, -62, -56, 64, 15, 19, 52, 12, 13, -31, 51, 17, 0, 39, 115, -26, -30, -24, 21, 45, 22, 7, -66, 37, 31, -21, -22, -2, -2, 30, 67, 9, 3, -70, -71, -39, 25, -12, 6, -72, -43]
[-12, 31, 36, -36, -1, -22, 18, 23, 4, -14, 10, -8, 57, -25, -26, 1, 40, 34, 27, 23, -54, -26, 22, 37, 4, -8, 26, -82, 17, -48, 39, 56, 8, -32, 14, 15, -16, -47, 91, 13, 9, -83, 51, 8, -41, -13, 3, 32, 48, -53, -6, 24, -10, -2, 90, 12, 42, 51, -14, -25, -39, 51, -4, 46, 6, -16, -40, 56, 18, 9, -25, -14, 31, -21, 8]
[-36, 28, -22, -29, 18, 24, 40, -2, -54, 43, -23, -76, 21, -1, 43, 27, -2, -61, -16, -25, -52, -9, 5, -9, -37, -17, -9, -56, 10, 13, -32, 38, 78, -1, 31, -25, 21, 12, 14, 0, 33, -20, 34, 5, 90, 10, -18, -68, 7, -31, -65, 18, 75, 11, 10, 4, -28, -19, -12, -25, -46, 23, -17, 41, -79, 15, -66, -67, -51, -21, 102, 15, -20, 30, 58]
[-19, -10, 33, -10, 15, -10, 7, -39, -81, -28, -20, -37, 66, 75, 30, 69, 21, -50, 5, -54, 22, -41, 4, 9, 19, 44, -15, 9, 24, -39, -51, 37, -55, 34, -34, -59, 70, -11, -16, -10, -65, -37, -62, 44, 22, -42, -17, -16, 17, -18, 55, 31, -8, -13, 9, -4, -8, -45, -42, 59, 0, 8, -58, 4, -55, -34, -2, -37, 3, -27, 20, 23, 7, -48, -65]
[-41, 59, 115, -69, -32, 16, -90, -29, -15, -42, 50, -32, 24, 10, 15, 8, 8, 70, 28, 25, 46, -12, 20, -15, -14, 73, -4, 25, 24, 17, 50, -12, 30, 22, -54, 18, -4, 69, 65, 41, -26, -90, -112, 43, 13, -1, -13, -25, 19, -5, -28, 38, -24, -30, 59, -25, -3, 43, -19, 39, 18, 5, 56, 32, -42, -46, 23, -41, 47, 20, -44, -21, -18, -3, 12]
[-1, 89, 8, 18, 19, 0, 81, 36, -33, 39, -60, 28, 34, -59, 17, 10, -31, 46, -25, 15, -26, -68, -10, 85, 7, 43, -31, 6, -45, -28, 50, -26, -31, 9, 0, -9, 1, -33, 54, 94, 1, 0, 39, -47, -34, -70, 83, 38, 13, 0, 50, -22, -6, 11, -17, 42, 25, 15, 32, -60, 47, 25, -13, -12, -66, -51, 21, -18, -3, 73, 23, -2, -48, 43, -21]
[16, -113, 33, -103, -46, 15, 22, -79, 43, -18, -37, -60, -51, 39, -10, -22, -35, -65, -1, -22, 29, -1, 20, -64, 42, 28, -3, -27, -34, 15, 52, -44, 40, 44, 1, 60, -7, -15, 34, 6, 25, 52, -61, -32, 11, -19, 8, -40, -33, 54, -104, -10, -2, 11, 69, 17, 17, -24, 18, 10, -9, -53, -52, -87, 9, -43, 9, -22, -22, -50, 0, -23, 29, 37, -17]
[69, 25, -31, -53, -14, 50, -7, 37, -46, -56, -23, 43, 42, 2, 29, 93, -23, -36, -69, 4, 9, -23, -30, 16, -50, -38, -45, 9, -58, -38, 12, -22, -53, 4, 4, -111, 1, 20, -41, -23, 15, -24, 49, 52, 107, 42, -48, -61, 69, -15, 39, -52, -37, 21, -44, -2, -27, 30, -47, 7, -62, 4, 29, 29, -15, 74, 21, -49, -28, 1, 54, 27, -13, -26, -69]
[-53, 42, -15, -10, 55, -1, 13, -100, 6, 41, -37, 17, -6, 3, -15, 43, -17, 18, -98, 48, -143, 6, -14, -8, 30, -38, 12, -36, -31, -29, -36, 8, 15, 71, 22, -41, -12, 59, 0, -38, -68, -77, 27, -27, 47, -24, -30, -6, 67, -3, 6, 22, -37, -19, 52, 52, 27, -28, -9, 58, -5, 21, 1, 28, -16, -47, -16, -81, -27, -28, 31, 27, 17, 38, -41]
[-25, -49, -43, -68, 22, -26, 13, 17, 37, -16, 57, 39, -20, 7, 30, -23, -49, -1, 2, -62, -63, 6, -6, -44, 34, 55, -18, 14, -8, -8, 38, 9, 53, -24, 51, 0, -34, -16, -113, -3, -29, 79, 45, -42, 11, 28, -45, 10, 32, -20, -140, 18, -23, 19, -25, -30, 5, 12, 39, -13, 58, 82, -28, -22, 67, 40, -15, -3, -35, -41, -10, -52, -14, 15, -67]
