[-37, -32, 22, 32, -2, 79, 30, 4, 41, 29, -56, -8, 0, 22, 34, -12, -9, -67, -1, -63, -9, -12, 10, -22, 27, -35, 39, 25, 51, -16, -53, 51, 3, -40, 1, -41, 15, 73, -32, 23, -41, 34, -26, -37, -7, 32, 45, 42, 3, 33, -23, -24, 48, -8, -27, 10, -30, 27, -8, -12, 69, -71, 53, -18, 4, 12, 38, -56, -50, -15, 48, 9, -36, -34, 45]
[0, -43, 31, -49, 7, -10, -31, -23, -11, -3, -66, 16, -59, -39, 3, -40, 34, -46, 14, 96, -17, 1, 2, -87, 76, -15, 58, -15, 37, 54, 0, -13, -25, -8, -14, -15, 21, 15, -37, -29, -20, -18, -33, -44, -51, -37, -49, 32, -43, 46, -54, 30, -46, -52, -40, 11, -13, -71, 4, 63, 35, -101, -53, -68, 14, -65, 58, -11, -57, -81, -7, -12, 20, -6, -36]
[13, 69, -3, 105, 31, -13, -44, -20, 61, 56, 10, -48, 51, 51, -58, -26, -59, 23, -5, -10, 28, 2, -49, 53, 13, -23, 20, 31, -51, -37, -8, -3, 88, 3, 20, 18, -4, -33, 6, -9, 5, -29, -9, -40, -8, 9, -49, -19, 42, -17, -44, -32, -25, 6, 42, -19, 22, 20, 32, -22, -7, 3, 20, 8, 42, -19, -54, -60, -56, 21, -30, -47, 40, 88, 18]
[-16, -56, 6, 52, 72, 33, -36, 39, -7, 34, -15, 45, -1, 72, 51, -22, -10, -58, 7, -16, -36, 18, -6, -23, 66, 40, 12, 14, -51, 46, -61, 14, -9, -43, -36, -27, -52, 45, -56, -29, -52, 71, 18, -5, -25, 67, 59, -19, -44, 40, -22, -11, 15, -24, -33, 23, -30, 8, -12, -9, 10, -59, -21, -13, 6, -2, -11, -38, -33, -3, 49, -3, -45, -19, 0]
[20, 10, 36, -14, 62, 38, 2, 68, 8, 22, -50, 14, 43, 44, -2, -36, 34, -46, 39, 3, 8, 35, -75, -11, 25, 91, 11, 106, -26, -54, -17, -70, -38, -8, -43, 34, 23, 41, -20, 25, 6, 2, -37, 25, 15, 62, -31, 19, -6, -1, 14, 10, 64, -43, -79, 14, 17, 22, -48, -25, 36, -81, 63, 64, 19, 18, -4, -14, 15, 10, -7, 14, 6, 108, -30]
[-46, 22, 35, -22, -63, 26, 38, -19, -30, -77, 12, -34, 17, 53, 28, 94, 1, 73, -44, -72, -33, 5, 12, -14, -4, 59, -5, 46, -8, -22, 29, 60, 12, 53, 24, -25, 16, -19, -32, 4, -18, 4, -7, -5, -6, -38, 52, -50, 0, -2, 2, 15, -34, 14, 18, 28, 64, 9, -35, 94, 34, 79, 17, 38, -45, 83, -37, 32, 34, 0, 14, -18, -13, 26, 34]
[1, 36, 12, 17, 35, 94, -5, -1, 46, 39, -9, -17, -8, 3, -61, -18, -5, -3, 20, -15, 92, 3, -69, 30, -2, -47, 37, 41, 58, -64, -21, -15, -6, -6, 41, 9, 48, 12, -17, -25, -32, 18, -60, -56, -79, 4, -27, 57, -17, -29, 14, 29, -7, -48, 7, -4, -5, 50, -25, -83, 13, 22, 91, 5, 47, -11, 33, -13, 23, -48, 7, 1, 35, -27, -24]
[-12, -41, 45, -71, 2, -25, -40, 55, 47, -12, 28, -56, 3, -46, -32, 28, 23, 8, -17, -50, -34, -8, 71, -82, 29, 67, 60, -20, 0, 26, -54, -50, -6, 56, 21, 41, -23, -51, 74, -86, 17, 6, -31, 18, 5, 23, 36, -38, -24, 14, 33, 35, 32, 20, 55, 36, 22, -70, 3, 14, 61, -9, -8, -15, 34, 41, -39, 24, -3, 70, -7, 34, -86, -6, 8]
[-22, 38, 8, 61, -89, 61, -3, 14, 82, -25, -24, -80, -70, -72, -49, -53, -15, -19, 41, -2, -47, 38, -45, -6, -19, -48, 41, -61, -53, -9, -85, -33, 46, -13, 6, 5, 32, -14, -24, -1, 4, -21, 8, 14, 26, 5, 25, 30, -100, 64, 37, -40, 69, 4, 0, 50, -7, 7, -23, 8, 37, -12, 29, -18, -5, -36, 24, -26, -56, 5, -30, 10, -37, -6, 62]
[-29, -70, -16, -1, 20, 31, 65, 21, 16, 48, -35, -69, 56, 14, -16, 55, -28, 51, 2, -73, -12, 55, -36, -27, -44, 38, 6, 44, -11, -20, 2, 11, 37, 2, 60, -13, -11, -28, -54, -30, -33, 35, 42, -81, 8, 45, 2, -5, -28, 3, -14, 27, 27, -4, 23, -30, 37, 38, -26, -55, 6, -65, 41, 36, 32, 43, -38, -66, -19, -33, 14, 41, -79, 48, 37]
[17, -9, -16, -52, 71, 5, 26, -30, 43, 53, -21, 27, 19, -33, -22, 33, -15, 53, -53, -48, 2, -6, -5, -35, 15, 11, -32, 41, -93, 7, 37, -26, -66, -47, -2, 0, -15, 55, -15, 40, 1, -26, -15, 67, 9, 44, 2, -21, -4, 0, 45, -14, 47, -19, 60, 27, -24, 19, -3, -58, -8, 10, -47, -17, 48, -25, -20, -3, 57, 2, -34, -27, 34, 64, -87]
[51, -39, -48, 112, 47, 36, -65, -74, -25, -14, -17, 64, 47, 88, 11, 53, 3, -34, 9, -43, -18, 48, -46, 45, -38, 23, 46, 21, 14, -21, -2, 15, 25, -6, -31, 61, 43, 17, -8, -64, -30, -48, -1, 48, 42, 101, -70, -16, 6, -36, 11, 42, 34, 8, -18, 16, -16, 65, -29, 50, 41, -57, 69, 13, 27, -45, 26, 7, -23, 3, -51, 25, 20, 21, 20]
[-59, -47, 66, -34, 8, -22, 68, -28, 42, 12, -13, -45, -14, 30, 35, 50, -41, 17, 21, -66, -54, 16, 42, 2, 39, 29, -1, -14, 17, 8, -11, 8, 47, 6, 17, 1, -71, -17, -56, 5, -59, 30, 5, -67, -26, -52, 53, -21, 25, 25, -33, 28, -55, -18, 76, 29, 5, 26, 33, 50, 27, 46, 20, 41, -37, -3, 15, 5, -21, 0, 0, -52, 6, -8, 83]
[28, 48, 15, -15, 11, 26, -57, 54, 50, 13, 10, 98, 17, -50, -46, 29, 62, -20, -37, 67, 37, -42, 34, 5, 85, -35, 41, -97, 47, 58, -57, 1, -8, -1, 63, 20, 30, -47, -44, -32, -8, -43, 56, 36, -29, 0, -75, 30, 12, -57, -33, 60, -13, 4, -3, -21, 5, -7, -38, -26, -8, 25, 36, -54, -11, 15, 7, -29, -5, -32, 20, 43, -12, -47, 17]
[-40, 97, -61, 74, -32, 21, 6, 50, -34, -50, -12, 41, 116, 50, 41, 35, -35, 2, -34, 18, -72, 11, -43, 12, 35, 7, 25, 16, 9, -2, 50, 22, 1, 29, 71, -6, 64, -35, -5, -52, -43, -1, -3, 6, -53, 26, -26, 7, 66, 18, -29, -28, 23, -34, -45, -29, 19, -18, 2, 27, 6, 9, 13, 45, -47, 73, -59, 40, 46, 46, 4, -37, 8, 11, 30]
[23, -62, 10, 64, -22, -16, 12, 19, 29, 36, 11, 59, 0, 46, 24, 31, 4, -59, -29, -50, 22, 29, -28, -47, 28, -43, -26, 37, -74, -8, -41, 35, -20, -27, -50, 31, -39, 65, -22, -1, -29, 62, 44, 61, 52, 44, 25, -33, -4, -7, -24, 7, -6, 73, -42, -14, 33, 20, -7, 56, -45, -70, -58, -62, 28, -24, -4, -37, 20, 71, 29, 11, -35, 18, 54]
[12, 18, 17, 13, 12, 2, -5, 34, -37, -25, 38, -64, 39, 7, 9, 13, 0, 65, 72, -30, -8, 43, 13, 18, -15, 80, 12, 4, 21, -28, -6, 17, 20, -29, 44, -29, -7, -20, -5, -55, 14, -38, -9, -39, -28, 47, -59, -8, 19, -19, 5, -10, 6, -22, -44, -34, -27, 8, 4, -24, 46, 12, 62, 56, -14, 39, -5, 54, 1, -73, -46, -14, 11, -19, -1]
[92, 51, -51, 38, 27, 15, -10, 23, -51, 56, 17, 19, 41, 74, 8, -27, 75, 43, 51, -31, 138, -15, 7, 48, 48, 16, -11, -20, -51, 8, -7, 35, 22, -2, -58, 50, 39, -66, 6, 91, 58, 24, 16, 69, 20, -13, -13, -90, -35, -68, 7, -7, -30, 13, -21, -3, 16, 12, 9, -40, -58, 24, 35, -10, -30, -20, -67, 56, 32, 23, 5, -24, 27, 35, 0]
[19, 52, -27, 115, -14, -30, 27, 12, -43, -79, -36, 70, 47, 2, -24, 0, -28, -26, -6, 23, -79, 26, -43, 92, -17, -37, 30, 1, -5, 18, -32, 66, -50, -17, 82, 29, 44, 32, 73, -28, -5, -55, 76, 12, 0, 18, -23, 48, 44, 6, 19, 22, 20, 42, -27, -14, -7, -11, -25, 43, 44, 72, -72, -1, -1, 39, 34, 36, -42, -18, 20, -48, -17, 7, -10]
[17, -25, 39, -6, -32, 18, 12, -52, 11, -29, 5, 26, -60, 0, 8, 30, 6, -45, 42, -101, -35, -58, -28, 40, 53, -16, -61, -10, -61, -46, 3, -41, -44, -17, -28, 64, 8, 53, 11, 66, -35, 25, 20, 54, 36, -70, 22, 15, -8, -43, 56, -24, 17, 72, 89, 2, 44, 8, 8, 49, -14, 38, 35, 45, -78, 12, 4, -17, 24, 85, 57, -17, -28, 48, -49]
[4, -9, -6, 33, 88, 44, -20, -50, -44, -15, -10, 5, 42, -1, -18, 14, 5, -57, -23, 30, 62, 42, -54, 34, -17, 27, -7, 64, -3, -31, -27, -38, -52, -89, 7, 34, 68, -7, -13, -37, -2, -15, -57, 29, -14, 15, -40, 32, -28, -51, 34, 1, 49, -21, -64, 24, -41, 103, -57, -20, -24, -111, 73, 103, 15, 52, -14, -24, -51, -9, -37, 62, 50, 79, -58]
[-59, -5, 13, 21, 66, -5, 44, 92, 20, 27, -83, 50, -47, -42, 0, -31, 22, -7, -16, 43, 56, -13, -82, 32, -61, -34, 17, 1, -16, -19, -47, 28, -6, -42, 63, 10, -50, 34, -18, 83, -8, -37, 40, -15, -23, -8, 102, 7, -22, -103, 35, 13, -30, -2, -56, 38, 33, 0, -37, 17, -54, -29, 78, -3, 21, 30, 17, -13, 3, -2, 36, 40, 10, 24, 134]
[26, 42, 2, 30, -5, 4, 19, -15, 52, -29, -20, 7, -23, 2, -47, -27, 14, -43, 15, -16, -50, -11, -77, 58, -37, -19, 49, -61, 26, -45, -3, -67, -1, -17, -12, 25, 11, 13, 57, -32, 11, 25, -5, 0, -22, 54, -17, 66, 9, 31, -30, -3, -24, -6, 60, 6, 5, 2, 10, 25, 10, 70, -48, -35, 52, -66, 83, 4, -5, -33, -39, -16, -17, 43, -62]
[-33, 34, 9, 7, 68, -30, 50, 40, -37, 43, 50, 36, 70, 36, 15, 23, 45, -2, 65, 24, -23, -57, 33, 45, -28, 87, -28, 11, 22, 77, -20, -15, 19, -4, -73, -11, -59, -15, 18, 80, -24, 48, 18, -29, 10, 0, 12, -50, 58, -69, -57, -10, -40, -5, 4, -23, 25, 20, -12, -25, 23, 5, 27, 54, -29, -33, -27, -8, 26, -51, 10, -53, -23, 8, 1]
[34, -14, 22, 43, -78, 67, 1, -13, -11, -52, -18, 25, -25, -30, 21, 23, -10, -40, 10, -52, 27, 11, 13, 19, 57, -56, 47, -31, 36, 46, -3, 87, -14, -19, 31, -5, 56, 2, 35, 23, 60, 1, 25, 32, 32, -12, 69, 17, -37, 52, -1, 38, -13, 47, 24, -27, 23, 2, -24, 13, 20, -13, -4, 1, -20, -56, 1, -5, 43, 23, -14, 42, -71, -80, -11]
[-16, -56, -14, -112, -5, 16, -36, -36, 58, 16, -26, -41, 42, -15, -36, 30, -39, -65, -82, -1, -19, -8, 39, -3, 21, 13, 40, -12, -61, 12, 33, -56, 45, -17, -15, -15, 36, -51, 8, 3, -46, -4, -50, 26, -17, 15, -22, -3, 7, 12, 5, -16, 36, -1, 118, 46, 21, -11, -51, -33, -38, 12, 60, 99, -15, -18, -78, -79, -58, 60, -21, 77, -25, -19, -36]
[-37, 43, 20, -15, -12, -4, 71, -70, -13, -17, -80, -34, 0, 3, 20, -42, 18, -79, 74, 38, -57, -31, -34, 58, -88, -40, -56, 44, -18, -86, 40, -50, 32, 11, -35, 81, -27, 33, 7, -31, 21, 27, 53, -38, 14, -45, -36, -6, 28, 34, 92, -47, -32, 18, -6, 19, 2, 13, 56, 1, -3, -24, -52, 29, -54, -59, 59, -45, -40, -36, -43, -47, 8, -30, -32]
[2, -26, 10, 9, 54, -95, 0, 6, -64, 78, -36, -4, 16, -13, 25, -18, -3, -22, 22, 17, 15, -46, 78, 13, 33, -3, -6, -45, 59, 24, -25, 40, 32, -2, -25, 20, -27, -43, 25, 6, 22, -59, -25, 5, 5, -17, 60, -44, 9, -34, -12, 45, 35, 8, 4, 51, -75, -48, 75, -60, -25, -39, -9, -59, 13, -22, -33, -40, -21, 23, -7, 17, 6, -18, 12]
[-25, -38, 30, 35, -38, 25, 37, -68, -16, -65, -24, -11, -46, -36, 16, 4, -2, -45, 29, -59, 15, -60, 41, 2, -13, -89, -37, 50, 18, 21, -26, 62, 14, 27, -9, 61, 29, -52, 23, 32, 28, -28, 35, -21, -22, -101, 34, -8, 55, -5, 5, -54, -134, 56, 13, -2, -5, -5, 10, 58, 63, -38, -29, 23, 26, 9, 5, 12, -18, 39, -27, -62, 48, -57, 48]
[-6, -36, -31, -6, -21, -11, -25, 31, -5, -54, 12, -25, -66, 92, -15, 10, -19, -33, -6, 41, -67, -10, 2, -16, -38, 25, 11, -46, -43, 68, 3, -44, 10, -12, 12, 87, -17, 14, -3, -27, 20, 4, 57, 23, 26, 89, -83, -51, -3, -25, -10, 5, 114, -83, -7, 66, 35, 18, 22, -4, -80, -30, 7, 38, 10, 59, 50, 36, -32, 13, -19, 7, 19, 69, 13]
[17, -5, 15, 88, -1, -49, -12, -56, -22, 32, -32, 20, 36, -66, -24, -86, 8, 16, -13, 20, -13, 29, 14, 10, 3, -81, 12, -45, 56, -65, -14, 74, 47, -51, 58, -6, -16, -14, 100, -36, -35, -85, 52, -29, -27, -47, -25, 52, 29, 16, -3, 22, -42, -11, 35, 12, -53, -33, 83, -13, 4, -65, 30, 42, 9, -19, 9, -9, -48, 22, -17, -12, 19, -42, 76]
[-65, 35, 22, -69, -9, -47, 53, 21, -50, 7, -59, 13, 45, 26, 56, 3, 29, -17, -58, 26, -47, 24, 10, -41, 87, 100, -8, -74, -57, -14, 20, -74, -39, 27, -19, -3, -48, 0, -38, -30, -20, -25, -27, 35, -26, 77, 31, -46, -25, 16, -46, 22, 52, -40, 37, 2, 51, -78, -5, -5, -40, -18, 0, 10, 18, -32, -7, -12, 45, -1, 37, 36, -47, 22, -78]
[5, -4, -7, -38, 4, 86, -21, 33, -35, -7, 37, -20, -24, -25, 22, 54, 50, -26, 58, -8, -1, -18, -49, 36, -133, -10, 12, -17, 58, 13, 4, 14, -19, 22, -36, -23, -32, 52, 10, 25, 28, 68, -1, -28, 46, -13, 29, -94, 43, 62, -10, 41, 42, -3, -90, 19, -9, 38, -21, -25, 47, 19, -11, -32, -78, -19, -29, -15, 19, -20, 10, 25, -20, -47, 59]
[-8, 97, 104, 50, 5, -16, -14, 56, 19, 50, 32, -17, -9, -24, 12, -13, -2, -5, 27, -13, -18, 11, 0, 50, 13, 51, 13, 41, -61, -35, -48, -53, -61, -25, 56, 21, 5, 67, 51, -17, 16, -30, 13, 2, 13, 51, -46, 42, -25, 60, -32, 22, 66, 8, 5, 81, -23, 23, 44, -71, 26, 46, 27, 70, -3, -32, 13, 70, 31, -23, -11, 22, 41, 13, 8]
[45, 8, 54, 20, -25, -18, -17, -49, -15, 37, 10, -4, -11, 17, 32, 2, 6, -16, 55, -17, 180, 33, -7, 29, 9, 7, 46, -1, 21, -21, -24, 33, -25, 4, 18, 31, -12, 30, -36, -14, 56, -26, -99, 20, 26, -9, -3, -24, -29, 39, -23, 93, -31, -10, -76, -38, -11, 43, -12, -3, 36, -37, -25, -65, 54, -72, 10, 57, 36, 11, -29, -7, 42, -17, 7]
[-52, 50, 9, 10, -35, -96, -4, -9, -24, 12, 88, -11, 44, 54, 19, 3, 55, 54, 19, -9, 38, 42, 49, -26, 44, -16, 17, -7, 54, 46, -7, 107, 4, 4, -28, -58, 28, -39, -39, 82, 21, -60, -48, 12, -13, -7, -42, -32, -7, -70, -61, 8, -22, -9, 38, -49, -19, 49, -2, -43, -7, 74, 1, -13, -47, 19, -53, 21, -26, -73, 7, -23, 28, -45, 49]
[26, 63, -28, 91, 19, 55, 26, 7, 25, -20, 5, 37, 43, -31, -16, -36, -32, 13, -21, 3, 14, -37, 8, 53, 37, -59, -35, 73, -7, 35, 38, -47, -29, -60, -52, -12, -12, -3, 3, 13, 1, 56, -21, -40, -50, -14, 5, 15, 39, 71, -51, -34, 53, 30, -48, -22, -35, 71, 46, -43, 57, 69, -21, -37, -35, 40, 37, -32, -44, 33, -6, -46, 67, 52, -47]
[13, -25, 10, 51, -14, 9, -12, -30, -42, -32, 55, 13, 37, -14, 82, -17, -48, -7, 17, 51, 21, 60, 7, 33, -38, 27, -36, 41, -1, -34, 33, 28, 31, -3, 26, -1, 17, 61, 39, -34, -1, -5, -16, -20, 1, 48, 2, -34, 40, 36, -11, -4, -78, 25, -32, -27, -20, 64, -28, 7, -24, -54, 40, -17, -22, -18, 59, 38, 82, 60, -18, 12, 38, -68, 69]
[-75, -23, 65, 17, -1, -10, -48, -11, -4, 57, 18, 21, 44, 30, -2, -60, 22, -80, -35, -31, -20, 47, 52, -4, 96, -26, -13, 7, -13, 13, -23, 14, 6, -72, -41, -37, -37, 38, 42, 5, -33, 36, -24, 18, -90, 11, 20, 7, 41, 27, -2, -33, -57, 5, 41, -24, -16, 1, -3, 1, 21, -64, -12, 128, -16, -105, -13, -77, 5, 19, -13, -40, -29, -93, 5]
[-6, 15, 29, -29, 2, 33, -2, 31, 25, 74, -20, -17, 11, -15, 11, 5, 64, 22, -66, -34, 124, 44, -41, 10, -36, -18, 15, 84, -6, -59, -30, 53, 14, -16, 83, -28, -29, 5, -22, 4, 45, -17, -19, -26, -79, 3, -10, -58, -86, -21, 43, 52, -10, -12, -14, 82, -49, -4, 3, -5, -74, -76, 51, -3, 51, 0, -24, -31, -17, 40, -4, 41, -9, -44, 45]
